IDpol,ClaimNb,SeverityRowCount,_merge,CountDifference
4873,1,0,left_only,1
4874,1,0,left_only,1
4877,1,0,left_only,1
4878,1,0,left_only,1
4879,1,0,left_only,1
4883,2,0,left_only,2
4884,1,0,left_only,1
4887,1,0,left_only,1
4889,1,0,left_only,1
4892,1,0,left_only,1
4895,1,0,left_only,1
4896,1,0,left_only,1
4898,1,0,left_only,1
4900,1,0,left_only,1
4903,1,0,left_only,1
4904,1,0,left_only,1
4906,1,0,left_only,1
4909,1,0,left_only,1
4910,1,0,left_only,1
4912,1,0,left_only,1
4915,1,0,left_only,1
4918,1,0,left_only,1
4923,1,0,left_only,1
4926,1,0,left_only,1
4927,1,0,left_only,1
4929,1,0,left_only,1
4930,1,0,left_only,1
4931,1,0,left_only,1
4934,1,0,left_only,1
4938,1,0,left_only,1
4939,1,0,left_only,1
4942,1,0,left_only,1
4943,1,0,left_only,1
4946,1,0,left_only,1
4947,1,0,left_only,1
4950,1,0,left_only,1
4952,1,0,left_only,1
4955,1,0,left_only,1
4956,1,0,left_only,1
4958,1,0,left_only,1
4959,1,0,left_only,1
4960,1,0,left_only,1
4962,1,0,left_only,1
4965,1,0,left_only,1
4969,1,0,left_only,1
4973,1,0,left_only,1
4974,1,0,left_only,1
4976,1,0,left_only,1
4978,1,0,left_only,1
4980,1,0,left_only,1
4981,1,0,left_only,1
4982,1,0,left_only,1
4984,1,0,left_only,1
4985,1,0,left_only,1
4988,1,0,left_only,1
4992,1,0,left_only,1
4995,1,0,left_only,1
4996,1,0,left_only,1
4998,1,0,left_only,1
4999,1,0,left_only,1
5000,1,0,left_only,1
5004,1,0,left_only,1
5005,1,0,left_only,1
5007,1,0,left_only,1
5009,1,0,left_only,1
5011,1,0,left_only,1
5012,1,0,left_only,1
5014,1,0,left_only,1
5015,1,0,left_only,1
5017,1,0,left_only,1
5021,1,0,left_only,1
5023,1,0,left_only,1
5024,1,0,left_only,1
5028,1,0,left_only,1
5029,1,0,left_only,1
5034,1,0,left_only,1
5041,1,0,left_only,1
5042,1,0,left_only,1
5045,1,0,left_only,1
5048,1,0,left_only,1
5049,1,0,left_only,1
5051,1,0,left_only,1
5053,1,0,left_only,1
5054,1,0,left_only,1
5057,1,0,left_only,1
5058,1,0,left_only,1
5064,1,0,left_only,1
5067,1,0,left_only,1
5072,1,0,left_only,1
5073,1,0,left_only,1
5075,1,0,left_only,1
5077,1,0,left_only,1
5078,1,0,left_only,1
5079,1,0,left_only,1
5081,1,0,left_only,1
5083,1,0,left_only,1
5086,1,0,left_only,1
5089,1,0,left_only,1
5090,1,0,left_only,1
5093,1,0,left_only,1
5094,1,0,left_only,1
5095,1,0,left_only,1
5097,1,0,left_only,1
5098,1,0,left_only,1
5100,1,0,left_only,1
5103,1,0,left_only,1
5104,1,0,left_only,1
5107,1,0,left_only,1
5108,1,0,left_only,1
5109,1,0,left_only,1
5111,1,0,left_only,1
5113,1,0,left_only,1
5115,1,0,left_only,1
5117,1,0,left_only,1
5119,1,0,left_only,1
5123,2,0,left_only,2
5127,1,0,left_only,1
5128,1,0,left_only,1
5130,1,0,left_only,1
5132,1,0,left_only,1
5134,1,0,left_only,1
5138,1,0,left_only,1
5139,1,0,left_only,1
5141,1,0,left_only,1
5143,1,0,left_only,1
5144,1,0,left_only,1
5146,1,0,left_only,1
5147,1,0,left_only,1
5150,1,0,left_only,1
5151,1,0,left_only,1
5154,1,0,left_only,1
5156,1,0,left_only,1
5158,1,0,left_only,1
5159,1,0,left_only,1
5160,1,0,left_only,1
5161,1,0,left_only,1
5163,1,0,left_only,1
5164,1,0,left_only,1
5167,1,0,left_only,1
5171,1,0,left_only,1
5174,1,0,left_only,1
5177,1,0,left_only,1
5179,1,0,left_only,1
5184,1,0,left_only,1
5188,1,0,left_only,1
5191,1,0,left_only,1
5193,1,0,left_only,1
5195,1,0,left_only,1
5196,1,0,left_only,1
5199,1,0,left_only,1
5202,1,0,left_only,1
5204,1,0,left_only,1
5206,1,0,left_only,1
5208,1,0,left_only,1
5210,1,0,left_only,1
5211,1,0,left_only,1
5213,1,0,left_only,1
5214,1,0,left_only,1
5218,1,0,left_only,1
5219,1,0,left_only,1
5222,1,0,left_only,1
5225,1,0,left_only,1
5227,1,0,left_only,1
5229,1,0,left_only,1
5232,1,0,left_only,1
5235,1,0,left_only,1
5236,1,0,left_only,1
5239,1,0,left_only,1
5242,1,0,left_only,1
5243,1,0,left_only,1
5248,1,0,left_only,1
5251,1,0,left_only,1
5252,1,0,left_only,1
5255,1,0,left_only,1
5257,1,0,left_only,1
5258,1,0,left_only,1
5261,1,0,left_only,1
5262,1,0,left_only,1
5263,1,0,left_only,1
5264,1,0,left_only,1
5266,1,0,left_only,1
5268,2,0,left_only,2
5270,1,0,left_only,1
5272,1,0,left_only,1
5273,1,0,left_only,1
5275,1,0,left_only,1
5276,1,0,left_only,1
5279,1,0,left_only,1
5282,1,0,left_only,1
5284,1,0,left_only,1
5287,1,0,left_only,1
5289,1,0,left_only,1
5292,1,0,left_only,1
5293,1,0,left_only,1
5295,1,0,left_only,1
5296,1,0,left_only,1
5298,1,0,left_only,1
5300,1,0,left_only,1
5303,1,0,left_only,1
5305,1,0,left_only,1
5307,1,0,left_only,1
5308,1,0,left_only,1
5310,2,0,left_only,2
5311,1,0,left_only,1
5314,1,0,left_only,1
5315,1,0,left_only,1
5318,1,0,left_only,1
5321,1,0,left_only,1
5323,1,0,left_only,1
5327,1,0,left_only,1
5328,1,0,left_only,1
5331,1,0,left_only,1
5332,1,0,left_only,1
5333,1,0,left_only,1
5336,1,0,left_only,1
5338,1,0,left_only,1
5341,1,0,left_only,1
5342,1,0,left_only,1
5345,1,0,left_only,1
5346,1,0,left_only,1
5348,1,0,left_only,1
5350,1,0,left_only,1
5352,1,0,left_only,1
5354,2,0,left_only,2
5355,1,0,left_only,1
5357,2,0,left_only,2
5358,1,0,left_only,1
5360,1,0,left_only,1
5361,1,0,left_only,1
5363,1,0,left_only,1
5365,1,0,left_only,1
5366,1,0,left_only,1
5368,1,0,left_only,1
5370,1,0,left_only,1
5373,1,0,left_only,1
5375,1,0,left_only,1
5379,1,0,left_only,1
5381,1,0,left_only,1
5383,1,0,left_only,1
5387,1,0,left_only,1
5388,1,0,left_only,1
5391,1,0,left_only,1
5394,1,0,left_only,1
5395,1,0,left_only,1
5398,2,0,left_only,2
5399,1,0,left_only,1
5401,1,0,left_only,1
5405,1,0,left_only,1
5406,1,0,left_only,1
5409,1,0,left_only,1
5411,2,0,left_only,2
5413,2,0,left_only,2
5416,1,0,left_only,1
5418,1,0,left_only,1
5420,1,0,left_only,1
5421,1,0,left_only,1
5423,1,0,left_only,1
5425,1,0,left_only,1
5426,1,0,left_only,1
5429,1,0,left_only,1
5431,1,0,left_only,1
5433,1,0,left_only,1
5436,1,0,left_only,1
5437,1,0,left_only,1
5440,1,0,left_only,1
5441,1,0,left_only,1
5444,1,0,left_only,1
5447,1,0,left_only,1
5449,1,0,left_only,1
5451,1,0,left_only,1
5452,1,0,left_only,1
5453,1,0,left_only,1
5456,1,0,left_only,1
5458,1,0,left_only,1
5460,1,0,left_only,1
5461,1,0,left_only,1
5462,1,0,left_only,1
5465,1,0,left_only,1
5466,1,0,left_only,1
5469,1,0,left_only,1
5472,1,0,left_only,1
5473,2,0,left_only,2
5476,1,0,left_only,1
5479,1,0,left_only,1
5481,1,0,left_only,1
5482,1,0,left_only,1
5484,1,0,left_only,1
5485,1,0,left_only,1
5487,1,0,left_only,1
5488,1,0,left_only,1
5490,1,0,left_only,1
5491,1,0,left_only,1
5493,1,0,left_only,1
5495,2,0,left_only,2
5498,1,0,left_only,1
5501,1,0,left_only,1
5503,1,0,left_only,1
5505,1,0,left_only,1
5506,1,0,left_only,1
5507,1,0,left_only,1
5511,1,0,left_only,1
5512,1,0,left_only,1
5516,1,0,left_only,1
5518,1,0,left_only,1
5520,1,0,left_only,1
5522,2,0,left_only,2
5523,1,0,left_only,1
5528,1,0,left_only,1
5530,1,0,left_only,1
5532,1,0,left_only,1
5534,1,0,left_only,1
5537,1,0,left_only,1
5540,1,0,left_only,1
5543,1,0,left_only,1
5545,1,0,left_only,1
5547,1,0,left_only,1
5548,1,0,left_only,1
5551,2,0,left_only,2
5552,1,0,left_only,1
5555,1,0,left_only,1
5556,1,0,left_only,1
5559,1,0,left_only,1
5562,1,0,left_only,1
5563,1,0,left_only,1
5564,1,0,left_only,1
5565,1,0,left_only,1
5567,1,0,left_only,1
5570,1,0,left_only,1
5575,1,0,left_only,1
5576,1,0,left_only,1
5578,1,0,left_only,1
5579,1,0,left_only,1
5583,1,0,left_only,1
5585,1,0,left_only,1
5587,1,0,left_only,1
5588,1,0,left_only,1
5591,1,0,left_only,1
5594,1,0,left_only,1
5596,1,0,left_only,1
5598,1,0,left_only,1
5600,1,0,left_only,1
5602,1,0,left_only,1
5605,1,0,left_only,1
5606,1,0,left_only,1
5608,1,0,left_only,1
5609,1,0,left_only,1
5612,1,0,left_only,1
5613,1,0,left_only,1
5614,1,0,left_only,1
5616,1,0,left_only,1
5618,1,0,left_only,1
5620,1,0,left_only,1
5621,1,0,left_only,1
5622,1,0,left_only,1
5624,1,0,left_only,1
5626,1,0,left_only,1
5628,1,0,left_only,1
5629,1,0,left_only,1
5632,1,0,left_only,1
5634,1,0,left_only,1
5635,1,0,left_only,1
5637,1,0,left_only,1
5639,1,0,left_only,1
5642,1,0,left_only,1
5644,1,0,left_only,1
5646,1,0,left_only,1
5650,1,0,left_only,1
5652,1,0,left_only,1
5654,1,0,left_only,1
5656,1,0,left_only,1
5657,1,0,left_only,1
5660,1,0,left_only,1
5661,1,0,left_only,1
5663,1,0,left_only,1
5664,1,0,left_only,1
5666,1,0,left_only,1
5668,1,0,left_only,1
5671,1,0,left_only,1
5674,1,0,left_only,1
5675,1,0,left_only,1
5678,1,0,left_only,1
5680,2,0,left_only,2
5681,1,0,left_only,1
5684,1,0,left_only,1
5686,1,0,left_only,1
5688,1,0,left_only,1
5691,1,0,left_only,1
5692,1,0,left_only,1
5695,1,0,left_only,1
5696,1,0,left_only,1
5699,1,0,left_only,1
5700,1,0,left_only,1
5702,1,0,left_only,1
5704,1,0,left_only,1
5706,1,0,left_only,1
5708,1,0,left_only,1
5710,1,0,left_only,1
5715,1,0,left_only,1
5717,1,0,left_only,1
5719,1,0,left_only,1
5721,1,0,left_only,1
5724,1,0,left_only,1
5725,1,0,left_only,1
5727,1,0,left_only,1
5729,1,0,left_only,1
5731,1,0,left_only,1
5733,1,0,left_only,1
5734,1,0,left_only,1
5736,1,0,left_only,1
5737,1,0,left_only,1
5739,1,0,left_only,1
5743,1,0,left_only,1
5745,1,0,left_only,1
5747,1,0,left_only,1
5750,1,0,left_only,1
5751,1,0,left_only,1
5753,1,0,left_only,1
5754,1,0,left_only,1
5757,1,0,left_only,1
5758,1,0,left_only,1
5761,1,0,left_only,1
5762,1,0,left_only,1
5764,1,0,left_only,1
5765,1,0,left_only,1
5766,1,0,left_only,1
5768,1,0,left_only,1
5771,1,0,left_only,1
5774,2,0,left_only,2
5775,1,0,left_only,1
5778,2,0,left_only,2
5780,1,0,left_only,1
5782,1,0,left_only,1
5783,1,0,left_only,1
5786,1,0,left_only,1
5787,1,0,left_only,1
5789,1,0,left_only,1
5791,1,0,left_only,1
5794,1,0,left_only,1
5797,1,0,left_only,1
5798,1,0,left_only,1
5800,1,0,left_only,1
5802,1,0,left_only,1
5803,1,0,left_only,1
5805,1,0,left_only,1
5807,1,0,left_only,1
5808,1,0,left_only,1
5811,1,0,left_only,1
5814,1,0,left_only,1
5815,1,0,left_only,1
5817,1,0,left_only,1
5819,1,0,left_only,1
5821,1,0,left_only,1
5822,1,0,left_only,1
5826,1,0,left_only,1
5827,1,0,left_only,1
5829,1,0,left_only,1
5831,1,0,left_only,1
5833,1,0,left_only,1
5835,1,0,left_only,1
5837,1,0,left_only,1
5839,1,0,left_only,1
5840,1,0,left_only,1
5843,1,0,left_only,1
5846,1,0,left_only,1
5849,1,0,left_only,1
5850,1,0,left_only,1
5853,1,0,left_only,1
5856,1,0,left_only,1
5857,1,0,left_only,1
5860,1,0,left_only,1
5861,1,0,left_only,1
5862,2,0,left_only,2
5863,1,0,left_only,1
5864,1,0,left_only,1
5866,1,0,left_only,1
5868,2,0,left_only,2
5871,2,0,left_only,2
5872,1,0,left_only,1
5874,1,0,left_only,1
5876,1,0,left_only,1
5878,1,0,left_only,1
5880,1,0,left_only,1
5883,1,0,left_only,1
5884,1,0,left_only,1
5887,1,0,left_only,1
5889,3,0,left_only,3
5892,1,0,left_only,1
5894,1,0,left_only,1
5895,1,0,left_only,1
5896,2,0,left_only,2
5899,1,0,left_only,1
5900,1,0,left_only,1
5902,1,0,left_only,1
5903,1,0,left_only,1
5906,1,0,left_only,1
5908,1,0,left_only,1
5910,1,0,left_only,1
5911,1,0,left_only,1
5912,1,0,left_only,1
5914,1,0,left_only,1
5916,1,0,left_only,1
5919,1,0,left_only,1
5921,1,0,left_only,1
5923,1,0,left_only,1
5924,1,0,left_only,1
5927,1,0,left_only,1
5929,1,0,left_only,1
5933,1,0,left_only,1
5936,1,0,left_only,1
5937,1,0,left_only,1
5939,1,0,left_only,1
5940,1,0,left_only,1
5942,1,0,left_only,1
5943,1,0,left_only,1
5945,1,0,left_only,1
5947,1,0,left_only,1
5950,1,0,left_only,1
5951,1,0,left_only,1
5953,1,0,left_only,1
5955,1,0,left_only,1
5957,1,0,left_only,1
5959,1,0,left_only,1
5962,1,0,left_only,1
5963,1,0,left_only,1
5966,1,0,left_only,1
5969,1,0,left_only,1
5970,1,0,left_only,1
5971,1,0,left_only,1
5976,1,0,left_only,1
5977,1,0,left_only,1
5980,1,0,left_only,1
5981,1,0,left_only,1
5982,1,0,left_only,1
5983,1,0,left_only,1
5985,1,0,left_only,1
5988,1,0,left_only,1
5991,1,0,left_only,1
5993,1,0,left_only,1
5996,1,0,left_only,1
5997,1,0,left_only,1
5999,1,0,left_only,1
6000,1,0,left_only,1
6002,1,0,left_only,1
6004,1,0,left_only,1
6007,1,0,left_only,1
6011,2,0,left_only,2
6013,1,0,left_only,1
6014,1,0,left_only,1
6017,1,0,left_only,1
6018,1,0,left_only,1
6021,1,0,left_only,1
6022,1,0,left_only,1
6025,2,0,left_only,2
6026,1,0,left_only,1
6029,1,0,left_only,1
6033,1,0,left_only,1
6035,1,0,left_only,1
6037,1,0,left_only,1
6040,1,0,left_only,1
6042,1,0,left_only,1
6045,1,0,left_only,1
6048,1,0,left_only,1
6052,1,0,left_only,1
6055,1,0,left_only,1
6056,1,0,left_only,1
6058,1,0,left_only,1
6060,1,0,left_only,1
6063,1,0,left_only,1
6064,1,0,left_only,1
6067,1,0,left_only,1
6068,1,0,left_only,1
6070,1,0,left_only,1
6071,1,0,left_only,1
6073,1,0,left_only,1
6076,1,0,left_only,1
6077,1,0,left_only,1
6080,1,0,left_only,1
6082,1,0,left_only,1
6083,1,0,left_only,1
6086,1,0,left_only,1
6087,1,0,left_only,1
6090,1,0,left_only,1
6093,1,0,left_only,1
6094,1,0,left_only,1
6098,1,0,left_only,1
6099,1,0,left_only,1
6101,1,0,left_only,1
6103,1,0,left_only,1
6105,1,0,left_only,1
6107,1,0,left_only,1
6111,2,0,left_only,2
6112,1,0,left_only,1
6115,1,0,left_only,1
6119,1,0,left_only,1
6121,2,0,left_only,2
6123,1,0,left_only,1
6128,1,0,left_only,1
6130,1,0,left_only,1
6134,1,0,left_only,1
6135,1,0,left_only,1
6138,1,0,left_only,1
6139,1,0,left_only,1
6140,1,0,left_only,1
6142,1,0,left_only,1
6147,1,0,left_only,1
6150,1,0,left_only,1
6151,1,0,left_only,1
6152,1,0,left_only,1
6154,1,0,left_only,1
6155,1,0,left_only,1
6160,1,0,left_only,1
6162,1,0,left_only,1
6163,1,0,left_only,1
6165,2,0,left_only,2
6167,2,0,left_only,2
6170,1,0,left_only,1
6173,1,0,left_only,1
6174,1,0,left_only,1
6177,1,0,left_only,1
6178,1,0,left_only,1
6181,1,0,left_only,1
6183,1,0,left_only,1
6185,1,0,left_only,1
6189,1,0,left_only,1
6191,1,0,left_only,1
6193,1,0,left_only,1
6197,1,0,left_only,1
6200,1,0,left_only,1
6202,1,0,left_only,1
6204,1,0,left_only,1
6207,1,0,left_only,1
6210,1,0,left_only,1
6211,1,0,left_only,1
6216,1,0,left_only,1
6217,1,0,left_only,1
6220,1,0,left_only,1
6221,1,0,left_only,1
6223,1,0,left_only,1
6224,1,0,left_only,1
6226,1,0,left_only,1
6229,1,0,left_only,1
6233,1,0,left_only,1
6234,1,0,left_only,1
6236,1,0,left_only,1
6239,1,0,left_only,1
6244,1,0,left_only,1
6246,1,0,left_only,1
6249,2,0,left_only,2
6250,1,0,left_only,1
6254,1,0,left_only,1
6255,1,0,left_only,1
6257,1,0,left_only,1
6259,1,0,left_only,1
6261,1,0,left_only,1
6262,1,0,left_only,1
6264,1,0,left_only,1
6266,1,0,left_only,1
6269,1,0,left_only,1
6272,1,0,left_only,1
6276,1,0,left_only,1
6277,1,0,left_only,1
6280,1,0,left_only,1
6282,1,0,left_only,1
6283,1,0,left_only,1
6285,1,0,left_only,1
6286,1,0,left_only,1
6287,1,0,left_only,1
6288,1,0,left_only,1
6292,1,0,left_only,1
6296,1,0,left_only,1
6297,1,0,left_only,1
6300,1,0,left_only,1
6302,1,0,left_only,1
6305,1,0,left_only,1
6307,1,0,left_only,1
6308,2,0,left_only,2
6311,1,0,left_only,1
6315,1,0,left_only,1
6317,1,0,left_only,1
6318,1,0,left_only,1
6320,1,0,left_only,1
6321,1,0,left_only,1
6325,1,0,left_only,1
6327,1,0,left_only,1
6329,1,0,left_only,1
6333,1,0,left_only,1
6334,1,0,left_only,1
6337,1,0,left_only,1
6338,1,0,left_only,1
6341,1,0,left_only,1
6344,1,0,left_only,1
6345,1,0,left_only,1
6348,1,0,left_only,1
6349,2,0,left_only,2
6352,1,0,left_only,1
6354,1,0,left_only,1
6356,1,0,left_only,1
6357,1,0,left_only,1
6359,1,0,left_only,1
6360,1,0,left_only,1
6363,1,0,left_only,1
6365,1,0,left_only,1
6367,1,0,left_only,1
6368,1,0,left_only,1
6370,1,0,left_only,1
6371,1,0,left_only,1
6373,1,0,left_only,1
6378,1,0,left_only,1
6380,1,0,left_only,1
6381,1,0,left_only,1
6383,1,0,left_only,1
6384,1,0,left_only,1
6385,1,0,left_only,1
6387,1,0,left_only,1
6390,1,0,left_only,1
6394,1,0,left_only,1
6398,1,0,left_only,1
6401,1,0,left_only,1
6404,1,0,left_only,1
6406,1,0,left_only,1
6407,1,0,left_only,1
6408,1,0,left_only,1
6410,2,0,left_only,2
6414,1,0,left_only,1
6415,1,0,left_only,1
6417,1,0,left_only,1
6419,1,0,left_only,1
6421,1,0,left_only,1
6426,1,0,left_only,1
6428,1,0,left_only,1
6430,1,0,left_only,1
6433,1,0,left_only,1
6435,1,0,left_only,1
6437,1,0,left_only,1
6440,1,0,left_only,1
6443,1,0,left_only,1
6445,1,0,left_only,1
6447,1,0,left_only,1
6450,1,0,left_only,1
6452,1,0,left_only,1
6453,1,0,left_only,1
6455,1,0,left_only,1
6456,1,0,left_only,1
6458,1,0,left_only,1
6461,1,0,left_only,1
6462,1,0,left_only,1
6467,1,0,left_only,1
6473,2,0,left_only,2
6476,1,0,left_only,1
6480,1,0,left_only,1
6481,2,0,left_only,2
6483,1,0,left_only,1
6484,1,0,left_only,1
6487,1,0,left_only,1
6490,1,0,left_only,1
6492,1,0,left_only,1
6494,1,0,left_only,1
6497,1,0,left_only,1
6498,1,0,left_only,1
6501,1,0,left_only,1
6502,2,0,left_only,2
6505,1,0,left_only,1
6506,1,0,left_only,1
6509,1,0,left_only,1
6510,1,0,left_only,1
6513,2,0,left_only,2
6515,1,0,left_only,1
6517,1,0,left_only,1
6518,1,0,left_only,1
6519,1,0,left_only,1
6521,1,0,left_only,1
6524,1,0,left_only,1
6526,1,0,left_only,1
6528,1,0,left_only,1
6529,1,0,left_only,1
6532,1,0,left_only,1
6535,2,0,left_only,2
6536,1,0,left_only,1
6539,1,0,left_only,1
6540,1,0,left_only,1
6543,1,0,left_only,1
6545,1,0,left_only,1
6546,1,0,left_only,1
6549,1,0,left_only,1
6552,1,0,left_only,1
6556,1,0,left_only,1
6559,1,0,left_only,1
6562,1,0,left_only,1
6564,1,0,left_only,1
6566,2,0,left_only,2
6568,1,0,left_only,1
6570,1,0,left_only,1
6572,1,0,left_only,1
6573,1,0,left_only,1
6574,1,0,left_only,1
6577,1,0,left_only,1
6579,1,0,left_only,1
6581,1,0,left_only,1
6582,1,0,left_only,1
6585,1,0,left_only,1
6588,1,0,left_only,1
6591,1,0,left_only,1
6597,2,0,left_only,2
6598,2,0,left_only,2
6600,1,0,left_only,1
6602,1,0,left_only,1
6604,1,0,left_only,1
6606,1,0,left_only,1
6608,1,0,left_only,1
6609,1,0,left_only,1
6611,1,0,left_only,1
6613,1,0,left_only,1
6614,1,0,left_only,1
6616,1,0,left_only,1
6618,1,0,left_only,1
6619,1,0,left_only,1
6622,1,0,left_only,1
6625,1,0,left_only,1
6627,1,0,left_only,1
6629,1,0,left_only,1
6631,1,0,left_only,1
6633,1,0,left_only,1
6635,1,0,left_only,1
6638,1,0,left_only,1
6639,1,0,left_only,1
6641,1,0,left_only,1
6644,1,0,left_only,1
6647,1,0,left_only,1
6652,1,0,left_only,1
6653,1,0,left_only,1
6655,1,0,left_only,1
6656,1,0,left_only,1
6658,1,0,left_only,1
6660,1,0,left_only,1
6662,2,0,left_only,2
6664,1,0,left_only,1
6665,1,0,left_only,1
6666,1,0,left_only,1
6670,1,0,left_only,1
6674,1,0,left_only,1
6675,1,0,left_only,1
6676,1,0,left_only,1
6677,1,0,left_only,1
6679,2,0,left_only,2
6680,2,0,left_only,2
6683,1,0,left_only,1
6686,1,0,left_only,1
6689,1,0,left_only,1
6692,1,0,left_only,1
6695,1,0,left_only,1
6698,1,0,left_only,1
6699,1,0,left_only,1
6701,1,0,left_only,1
6703,1,0,left_only,1
6705,1,0,left_only,1
6707,1,0,left_only,1
6710,1,0,left_only,1
6714,1,0,left_only,1
6715,1,0,left_only,1
6717,1,0,left_only,1
6718,1,0,left_only,1
6720,1,0,left_only,1
6722,1,0,left_only,1
6725,1,0,left_only,1
6727,1,0,left_only,1
6729,1,0,left_only,1
6732,1,0,left_only,1
6734,1,0,left_only,1
6738,1,0,left_only,1
6739,1,0,left_only,1
6741,1,0,left_only,1
6742,1,0,left_only,1
6744,1,0,left_only,1
6746,1,0,left_only,1
6749,1,0,left_only,1
6752,1,0,left_only,1
6754,1,0,left_only,1
6756,1,0,left_only,1
6757,1,0,left_only,1
6759,1,0,left_only,1
6761,1,0,left_only,1
6763,1,0,left_only,1
6765,1,0,left_only,1
6768,2,0,left_only,2
6769,1,0,left_only,1
6771,1,0,left_only,1
6773,1,0,left_only,1
6775,1,0,left_only,1
6778,1,0,left_only,1
6780,1,0,left_only,1
6782,1,0,left_only,1
6788,2,0,left_only,2
6791,1,0,left_only,1
6796,1,0,left_only,1
6797,1,0,left_only,1
6800,1,0,left_only,1
6803,1,0,left_only,1
6809,1,0,left_only,1
6812,1,0,left_only,1
6813,1,0,left_only,1
6815,1,0,left_only,1
6820,1,0,left_only,1
6823,1,0,left_only,1
6826,1,0,left_only,1
6827,1,0,left_only,1
6830,1,0,left_only,1
6832,1,0,left_only,1
6834,1,0,left_only,1
6837,1,0,left_only,1
6839,1,0,left_only,1
6841,2,0,left_only,2
6844,1,0,left_only,1
6845,1,0,left_only,1
6848,1,0,left_only,1
6853,1,0,left_only,1
6854,1,0,left_only,1
6857,1,0,left_only,1
6858,1,0,left_only,1
6860,1,0,left_only,1
6862,1,0,left_only,1
6864,1,0,left_only,1
6868,1,0,left_only,1
6869,1,0,left_only,1
6872,1,0,left_only,1
6876,1,0,left_only,1
6879,1,0,left_only,1
6881,1,0,left_only,1
6882,1,0,left_only,1
6883,1,0,left_only,1
6889,2,0,left_only,2
6890,1,0,left_only,1
6892,1,0,left_only,1
6896,1,0,left_only,1
6898,1,0,left_only,1
6900,1,0,left_only,1
6901,1,0,left_only,1
6903,1,0,left_only,1
6907,1,0,left_only,1
6911,1,0,left_only,1
6914,1,0,left_only,1
6915,1,0,left_only,1
6916,1,0,left_only,1
6918,1,0,left_only,1
6920,1,0,left_only,1
6924,1,0,left_only,1
6925,1,0,left_only,1
6928,1,0,left_only,1
6931,2,0,left_only,2
6934,1,0,left_only,1
6938,1,0,left_only,1
6941,1,0,left_only,1
6942,1,0,left_only,1
6945,1,0,left_only,1
6948,1,0,left_only,1
6949,1,0,left_only,1
6952,1,0,left_only,1
6953,1,0,left_only,1
6955,1,0,left_only,1
6956,1,0,left_only,1
6958,2,0,left_only,2
6961,1,0,left_only,1
6962,1,0,left_only,1
6964,1,0,left_only,1
6966,1,0,left_only,1
6968,1,0,left_only,1
6969,1,0,left_only,1
6972,1,0,left_only,1
6973,3,0,left_only,3
6975,1,0,left_only,1
6979,1,0,left_only,1
6982,1,0,left_only,1
6983,1,0,left_only,1
6987,1,0,left_only,1
6988,1,0,left_only,1
6992,1,0,left_only,1
6995,1,0,left_only,1
6998,1,0,left_only,1
6999,1,0,left_only,1
7002,1,0,left_only,1
7003,1,0,left_only,1
7005,1,0,left_only,1
7006,2,0,left_only,2
7009,1,0,left_only,1
7012,1,0,left_only,1
7013,1,0,left_only,1
7015,1,0,left_only,1
7019,1,0,left_only,1
7022,1,0,left_only,1
7024,1,0,left_only,1
7026,1,0,left_only,1
7028,1,0,left_only,1
7030,1,0,left_only,1
7032,1,0,left_only,1
7034,1,0,left_only,1
7035,1,0,left_only,1
7037,1,0,left_only,1
7039,1,0,left_only,1
7040,1,0,left_only,1
7041,1,0,left_only,1
7045,2,0,left_only,2
7046,1,0,left_only,1
7047,1,0,left_only,1
7049,1,0,left_only,1
7050,1,0,left_only,1
7053,1,0,left_only,1
7058,1,0,left_only,1
7059,3,0,left_only,3
7061,1,0,left_only,1
7063,1,0,left_only,1
7067,1,0,left_only,1
7070,1,0,left_only,1
7073,1,0,left_only,1
7075,1,0,left_only,1
7078,1,0,left_only,1
7080,1,0,left_only,1
7081,1,0,left_only,1
7083,1,0,left_only,1
7085,1,0,left_only,1
7088,1,0,left_only,1
7089,1,0,left_only,1
7092,1,0,left_only,1
7096,1,0,left_only,1
7099,1,0,left_only,1
7100,1,0,left_only,1
7102,1,0,left_only,1
7105,1,0,left_only,1
7106,1,0,left_only,1
7109,1,0,left_only,1
7110,1,0,left_only,1
7113,1,0,left_only,1
7117,1,0,left_only,1
7118,1,0,left_only,1
7121,1,0,left_only,1
7127,1,0,left_only,1
7128,1,0,left_only,1
7131,1,0,left_only,1
7134,1,0,left_only,1
7137,1,0,left_only,1
7139,1,0,left_only,1
7141,1,0,left_only,1
7143,2,0,left_only,2
7145,1,0,left_only,1
7148,1,0,left_only,1
7150,1,0,left_only,1
7155,2,0,left_only,2
7156,1,0,left_only,1
7158,1,0,left_only,1
7159,1,0,left_only,1
7160,1,0,left_only,1
7161,1,0,left_only,1
7162,1,0,left_only,1
7165,1,0,left_only,1
7171,1,0,left_only,1
7173,1,0,left_only,1
7175,1,0,left_only,1
7178,1,0,left_only,1
7179,1,0,left_only,1
7182,1,0,left_only,1
7185,1,0,left_only,1
7187,1,0,left_only,1
7189,1,0,left_only,1
7191,1,0,left_only,1
7193,1,0,left_only,1
7195,1,0,left_only,1
7199,1,0,left_only,1
7202,1,0,left_only,1
7204,1,0,left_only,1
7206,3,0,left_only,3
7210,1,0,left_only,1
7211,1,0,left_only,1
7217,1,0,left_only,1
7220,1,0,left_only,1
7225,1,0,left_only,1
7234,1,0,left_only,1
